Groups:
Los GREENGOS,38.516663
Los GREENGOS_,38.183334
Nuki'sDemons,23.3

Warriors:
Los GREENGOS1,13.95
Los GREENGOS2,24.566664
Los GREENGOS_1,13.616667
Los GREENGOS_2,24.566664
Nuki'sDemons1,12.65
Nuki'sDemons2,10.65
