Groups:
bimp,238.0
shooterA,4338.0
shooterB,2228.0
shooterC,2176.0

Warriors:
bimp1,119.0
bimp2,119.0
shooterA1,2192.0
shooterA2,2146.0
shooterB,2228.0
shooterC,2176.0
